role_id,Goal Title,Goal Description,category_id,Impact Score,Goal Type
21,Improve your networking skills by attending industry events.,Improve your networking skills by attending industry events.,4,7,Short-Term
21,Develop a new skill or competency.,Develop a new skill or competency.,4,10,Long-Term
21,Create and follow a personal budget.,Create and follow a personal budget.,5,8,Long-Term
21,Start an emergency savings fund.,Start an emergency savings fund.,5,10,Short-Term
21,Invest in long-term financial growth.,Invest in long-term financial growth.,5,8,Short-Term
21,Pay off any outstanding debt.,Pay off any outstanding debt.,5,9,Long-Term
21,Plan for future financial milestones like retirement.,Plan for future financial milestones like retirement.,5,10,Short-Term
21,Volunteer for a local charity or cause.,Volunteer for a local charity or cause.,6,8,Long-Term
21,Participate in a community clean-up event.,Participate in a community clean-up event.,6,7,Short-Term
21,Donate to a cause you care about.,Donate to a cause you care about.,6,10,Long-Term
21,Support a local business or initiative.,Support a local business or initiative.,6,10,Short-Term
21,Get involved in local government or activism.,Get involved in local government or activism.,6,9,Long-Term
21,Plan a leisure trip or vacation.,Plan a leisure trip or vacation.,7,7,Long-Term
21,Engage in a new hobby or pastime.,Engage in a new hobby or pastime.,7,9,Long-Term
21,Take time off to relax and unwind.,Take time off to relax and unwind.,7,9,Short-Term
21,Explore local cultural or recreational activities.,Explore local cultural or recreational activities.,7,9,Long-Term
21,Spend time outdoors or in nature.,Spend time outdoors or in nature.,7,10,Short-Term
22,Plan a family weekend outing.,Plan a family weekend outing.,1,9,Long-Term
22,Host a family dinner night every week.,Host a family dinner night every week.,1,8,Short-Term
22,Create a family budget and stick to it.,Create a family budget and stick to it.,1,8,Short-Term
22,Start a family book club.,Start a family book club.,1,9,Short-Term
22,Volunteer together as a family.,Volunteer together as a family.,1,9,Short-Term
22,Complete a personal development course.,Complete a personal development course.,2,7,Short-Term
22,Read a new self-help book each month.,Read a new self-help book each month.,2,8,Short-Term
22,Set and achieve a personal fitness goal.,Set and achieve a personal fitness goal.,2,10,Short-Term
22,Learn a new language or skill.,Learn a new language or skill.,2,10,Short-Term
22,Practice mindfulness or meditation daily.,Practice mindfulness or meditation daily.,2,7,Long-Term
22,Exercise regularly and maintain a fitness routine.,Exercise regularly and maintain a fitness routine.,3,7,Short-Term
22,Eat a balanced and healthy diet.,Eat a balanced and healthy diet.,3,7,Long-Term
22,Get regular medical check-ups.,Get regular medical check-ups.,3,9,Long-Term
22,Practice daily mental health exercises.,Practice daily mental health exercises.,3,8,Long-Term
22,Ensure proper sleep hygiene.,Ensure proper sleep hygiene.,3,9,Long-Term
22,Attend a professional workshop or seminar.,Attend a professional workshop or seminar.,4,10,Short-Term
22,Achieve a new certification relevant to your field.,Achieve a new certification relevant to your field.,4,8,Long-Term
22,Set and work towards career advancement goals.,Set and work towards career advancement goals.,4,7,Long-Term
22,Improve your networking skills by attending industry events.,Improve your networking skills by attending industry events.,4,7,Short-Term
22,Develop a new skill or competency.,Develop a new skill or competency.,4,8,Short-Term
22,Create and follow a personal budget.,Create and follow a personal budget.,5,8,Long-Term
22,Start an emergency savings fund.,Start an emergency savings fund.,5,7,Short-Term
22,Invest in long-term financial growth.,Invest in long-term financial growth.,5,8,Short-Term
22,Pay off any outstanding debt.,Pay off any outstanding debt.,5,7,Short-Term
22,Plan for future financial milestones like retirement.,Plan for future financial milestones like retirement.,5,7,Short-Term
22,Volunteer for a local charity or cause.,Volunteer for a local charity or cause.,6,8,Long-Term
22,Participate in a community clean-up event.,Participate in a community clean-up event.,6,7,Long-Term
22,Donate to a cause you care about.,Donate to a cause you care about.,6,10,Short-Term
22,Support a local business or initiative.,Support a local business or initiative.,6,7,Long-Term
22,Get involved in local government or activism.,Get involved in local government or activism.,6,9,Short-Term
22,Plan a leisure trip or vacation.,Plan a leisure trip or vacation.,7,10,Long-Term
22,Engage in a new hobby or pastime.,Engage in a new hobby or pastime.,7,7,Short-Term
22,Take time off to relax and unwind.,Take time off to relax and unwind.,7,10,Long-Term
22,Explore local cultural or recreational activities.,Explore local cultural or recreational activities.,7,10,Short-Term
22,Spend time outdoors or in nature.,Spend time outdoors or in nature.,7,10,Short-Term
23,Plan a family weekend outing.,Plan a family weekend outing.,1,9,Short-Term
23,Host a family dinner night every week.,Host a family dinner night every week.,1,10,Long-Term
23,Create a family budget and stick to it.,Create a family budget and stick to it.,1,10,Short-Term
23,Start a family book club.,Start a family book club.,1,7,Long-Term
23,Volunteer together as a family.,Volunteer together as a family.,1,7,Short-Term
23,Complete a personal development course.,Complete a personal development course.,2,7,Long-Term
23,Read a new self-help book each month.,Read a new self-help book each month.,2,7,Short-Term
23,Set and achieve a personal fitness goal.,Set and achieve a personal fitness goal.,2,7,Long-Term
23,Learn a new language or skill.,Learn a new language or skill.,2,10,Long-Term
23,Practice mindfulness or meditation daily.,Practice mindfulness or meditation daily.,2,7,Long-Term
23,Exercise regularly and maintain a fitness routine.,Exercise regularly and maintain a fitness routine.,3,10,Short-Term
23,Eat a balanced and healthy diet.,Eat a balanced and healthy diet.,3,9,Short-Term
23,Get regular medical check-ups.,Get regular medical check-ups.,3,9,Short-Term
23,Practice daily mental health exercises.,Practice daily mental health exercises.,3,8,Short-Term
23,Ensure proper sleep hygiene.,Ensure proper sleep hygiene.,3,10,Short-Term
23,Attend a professional workshop or seminar.,Attend a professional workshop or seminar.,4,9,Short-Term
23,Achieve a new certification relevant to your field.,Achieve a new certification relevant to your field.,4,10,Short-Term
23,Set and work towards career advancement goals.,Set and work towards career advancement goals.,4,7,Short-Term
23,Improve your networking skills by attending industry events.,Improve your networking skills by attending industry events.,4,8,Long-Term
23,Develop a new skill or competency.,Develop a new skill or competency.,4,7,Short-Term
23,Create and follow a personal budget.,Create and follow a personal budget.,5,9,Short-Term
23,Start an emergency savings fund.,Start an emergency savings fund.,5,9,Long-Term
23,Invest in long-term financial growth.,Invest in long-term financial growth.,5,8,Long-Term
23,Pay off any outstanding debt.,Pay off any outstanding debt.,5,8,Short-Term
23,Plan for future financial milestones like retirement.,Plan for future financial milestones like retirement.,5,9,Long-Term
23,Volunteer for a local charity or cause.,Volunteer for a local charity or cause.,6,8,Long-Term
23,Participate in a community clean-up event.,Participate in a community clean-up event.,6,10,Long-Term
23,Donate to a cause you care about.,Donate to a cause you care about.,6,10,Long-Term
23,Support a local business or initiative.,Support a local business or initiative.,6,7,Long-Term
23,Get involved in local government or activism.,Get involved in local government or activism.,6,8,Short-Term
23,Plan a leisure trip or vacation.,Plan a leisure trip or vacation.,7,8,Short-Term
23,Engage in a new hobby or pastime.,Engage in a new hobby or pastime.,7,9,Long-Term
23,Take time off to relax and unwind.,Take time off to relax and unwind.,7,9,Long-Term
23,Explore local cultural or recreational activities.,Explore local cultural or recreational activities.,7,9,Short-Term
23,Spend time outdoors or in nature.,Spend time outdoors or in nature.,7,7,Short-Term
24,Plan a family weekend outing.,Plan a family weekend outing.,1,10,Long-Term
24,Host a family dinner night every week.,Host a family dinner night every week.,1,10,Long-Term
24,Create a family budget and stick to it.,Create a family budget and stick to it.,1,9,Long-Term
24,Start a family book club.,Start a family book club.,1,7,Long-Term
24,Volunteer together as a family.,Volunteer together as a family.,1,7,Short-Term
24,Complete a personal development course.,Complete a personal development course.,2,7,Long-Term
24,Read a new self-help book each month.,Read a new self-help book each month.,2,8,Long-Term
24,Set and achieve a personal fitness goal.,Set and achieve a personal fitness goal.,2,7,Short-Term
24,Learn a new language or skill.,Learn a new language or skill.,2,7,Long-Term
24,Practice mindfulness or meditation daily.,Practice mindfulness or meditation daily.,2,10,Short-Term
24,Exercise regularly and maintain a fitness routine.,Exercise regularly and maintain a fitness routine.,3,8,Long-Term
24,Eat a balanced and healthy diet.,Eat a balanced and healthy diet.,3,10,Short-Term
24,Get regular medical check-ups.,Get regular medical check-ups.,3,7,Long-Term
24,Practice daily mental health exercises.,Practice daily mental health exercises.,3,8,Long-Term
24,Ensure proper sleep hygiene.,Ensure proper sleep hygiene.,3,10,Short-Term
24,Attend a professional workshop or seminar.,Attend a professional workshop or seminar.,4,9,Short-Term
24,Achieve a new certification relevant to your field.,Achieve a new certification relevant to your field.,4,10,Short-Term
24,Set and work towards career advancement goals.,Set and work towards career advancement goals.,4,9,Long-Term
24,Improve your networking skills by attending industry events.,Improve your networking skills by attending industry events.,4,9,Short-Term
24,Develop a new skill or competency.,Develop a new skill or competency.,4,10,Short-Term
24,Create and follow a personal budget.,Create and follow a personal budget.,5,10,Long-Term
24,Start an emergency savings fund.,Start an emergency savings fund.,5,7,Short-Term
24,Invest in long-term financial growth.,Invest in long-term financial growth.,5,10,Long-Term
24,Pay off any outstanding debt.,Pay off any outstanding debt.,5,8,Long-Term
24,Plan for future financial milestones like retirement.,Plan for future financial milestones like retirement.,5,9,Long-Term
24,Volunteer for a local charity or cause.,Volunteer for a local charity or cause.,6,7,Long-Term
24,Participate in a community clean-up event.,Participate in a community clean-up event.,6,10,Long-Term
24,Donate to a cause you care about.,Donate to a cause you care about.,6,9,Long-Term
24,Support a local business or initiative.,Support a local business or initiative.,6,7,Long-Term
24,Get involved in local government or activism.,Get involved in local government or activism.,6,9,Short-Term
24,Plan a leisure trip or vacation.,Plan a leisure trip or vacation.,7,10,Short-Term
24,Engage in a new hobby or pastime.,Engage in a new hobby or pastime.,7,10,Short-Term
24,Take time off to relax and unwind.,Take time off to relax and unwind.,7,7,Long-Term
24,Explore local cultural or recreational activities.,Explore local cultural or recreational activities.,7,8,Short-Term
24,Spend time outdoors or in nature.,Spend time outdoors or in nature.,7,8,Long-Term
25,Plan a family weekend outing.,Plan a family weekend outing.,1,7,Long-Term
25,Host a family dinner night every week.,Host a family dinner night every week.,1,8,Short-Term
25,Create a family budget and stick to it.,Create a family budget and stick to it.,1,9,Short-Term
25,Start a family book club.,Start a family book club.,1,9,Short-Term
25,Volunteer together as a family.,Volunteer together as a family.,1,9,Short-Term
25,Complete a personal development course.,Complete a personal development course.,2,9,Short-Term
25,Read a new self-help book each month.,Read a new self-help book each month.,2,9,Short-Term
25,Set and achieve a personal fitness goal.,Set and achieve a personal fitness goal.,2,9,Short-Term
25,Learn a new language or skill.,Learn a new language or skill.,2,8,Long-Term
25,Practice mindfulness or meditation daily.,Practice mindfulness or meditation daily.,2,10,Long-Term
25,Exercise regularly and maintain a fitness routine.,Exercise regularly and maintain a fitness routine.,3,9,Long-Term
25,Eat a balanced and healthy diet.,Eat a balanced and healthy diet.,3,10,Long-Term
25,Get regular medical check-ups.,Get regular medical check-ups.,3,10,Short-Term
25,Practice daily mental health exercises.,Practice daily mental health exercises.,3,10,Short-Term
25,Ensure proper sleep hygiene.,Ensure proper sleep hygiene.,3,7,Long-Term
25,Attend a professional workshop or seminar.,Attend a professional workshop or seminar.,4,8,Long-Term
25,Achieve a new certification relevant to your field.,Achieve a new certification relevant to your field.,4,9,Short-Term
25,Set and work towards career advancement goals.,Set and work towards career advancement goals.,4,7,Long-Term
25,Improve your networking skills by attending industry events.,Improve your networking skills by attending industry events.,4,9,Short-Term
25,Develop a new skill or competency.,Develop a new skill or competency.,4,9,Short-Term
25,Create and follow a personal budget.,Create and follow a personal budget.,5,9,Short-Term
25,Start an emergency savings fund.,Start an emergency savings fund.,5,9,Short-Term
25,Invest in long-term financial growth.,Invest in long-term financial growth.,5,7,Short-Term
25,Pay off any outstanding debt.,Pay off any outstanding debt.,5,7,Short-Term
25,Plan for future financial milestones like retirement.,Plan for future financial milestones like retirement.,5,8,Long-Term
25,Volunteer for a local charity or cause.,Volunteer for a local charity or cause.,6,8,Long-Term
25,Participate in a community clean-up event.,Participate in a community clean-up event.,6,10,Long-Term
25,Donate to a cause you care about.,Donate to a cause you care about.,6,9,Short-Term
25,Support a local business or initiative.,Support a local business or initiative.,6,8,Long-Term
25,Get involved in local government or activism.,Get involved in local government or activism.,6,8,Long-Term
25,Plan a leisure trip or vacation.,Plan a leisure trip or vacation.,7,8,Long-Term
25,Engage in a new hobby or pastime.,Engage in a new hobby or pastime.,7,8,Short-Term
25,Take time off to relax and unwind.,Take time off to relax and unwind.,7,9,Long-Term
25,Explore local cultural or recreational activities.,Explore local cultural or recreational activities.,7,10,Long-Term
25,Spend time outdoors or in nature.,Spend time outdoors or in nature.,7,7,Long-Term
26,Plan a family weekend outing.,Plan a family weekend outing.,1,10,Long-Term
26,Host a family dinner night every week.,Host a family dinner night every week.,1,10,Short-Term
26,Create a family budget and stick to it.,Create a family budget and stick to it.,1,10,Long-Term
26,Start a family book club.,Start a family book club.,1,10,Long-Term
26,Volunteer together as a family.,Volunteer together as a family.,1,7,Short-Term
26,Complete a personal development course.,Complete a personal development course.,2,8,Long-Term
26,Read a new self-help book each month.,Read a new self-help book each month.,2,8,Long-Term
26,Set and achieve a personal fitness goal.,Set and achieve a personal fitness goal.,2,8,Short-Term
26,Learn a new language or skill.,Learn a new language or skill.,2,9,Short-Term
26,Practice mindfulness or meditation daily.,Practice mindfulness or meditation daily.,2,10,Short-Term
26,Exercise regularly and maintain a fitness routine.,Exercise regularly and maintain a fitness routine.,3,7,Short-Term
26,Eat a balanced and healthy diet.,Eat a balanced and healthy diet.,3,9,Short-Term
26,Get regular medical check-ups.,Get regular medical check-ups.,3,10,Long-Term
26,Practice daily mental health exercises.,Practice daily mental health exercises.,3,8,Long-Term
26,Ensure proper sleep hygiene.,Ensure proper sleep hygiene.,3,9,Short-Term
26,Attend a professional workshop or seminar.,Attend a professional workshop or seminar.,4,10,Long-Term
26,Achieve a new certification relevant to your field.,Achieve a new certification relevant to your field.,4,7,Long-Term
26,Set and work towards career advancement goals.,Set and work towards career advancement goals.,4,7,Short-Term
26,Improve your networking skills by attending industry events.,Improve your networking skills by attending industry events.,4,9,Short-Term
26,Develop a new skill or competency.,Develop a new skill or competency.,4,10,Long-Term
26,Create and follow a personal budget.,Create and follow a personal budget.,5,7,Short-Term
26,Start an emergency savings fund.,Start an emergency savings fund.,5,8,Long-Term
26,Invest in long-term financial growth.,Invest in long-term financial growth.,5,9,Long-Term
26,Pay off any outstanding debt.,Pay off any outstanding debt.,5,8,Long-Term
26,Plan for future financial milestones like retirement.,Plan for future financial milestones like retirement.,5,7,Short-Term
26,Volunteer for a local charity or cause.,Volunteer for a local charity or cause.,6,7,Short-Term
26,Participate in a community clean-up event.,Participate in a community clean-up event.,6,9,Short-Term
26,Donate to a cause you care about.,Donate to a cause you care about.,6,7,Long-Term
26,Support a local business or initiative.,Support a local business or initiative.,6,9,Short-Term
26,Get involved in local government or activism.,Get involved in local government or activism.,6,8,Short-Term
26,Plan a leisure trip or vacation.,Plan a leisure trip or vacation.,7,7,Long-Term
26,Engage in a new hobby or pastime.,Engage in a new hobby or pastime.,7,10,Short-Term
26,Take time off to relax and unwind.,Take time off to relax and unwind.,7,10,Short-Term
26,Explore local cultural or recreational activities.,Explore local cultural or recreational activities.,7,8,Long-Term
26,Spend time outdoors or in nature.,Spend time outdoors or in nature.,7,7,Long-Term
