role_id,Goal Title,Goal Description,category_id,Impact Score,Goal Type,id
20,Create a family budget and stick to it.,Create a family budget and stick to it.,4,7,Short-Term,3999
20,Start a family book club.,Start a family book club.,4,8,Short-Term,4000
20,Volunteer together as a family.,Volunteer together as a family.,4,8,Short-Term,4001
20,Complete a personal development course.,Complete a personal development course.,5,7,Short-Term,4002
20,Read a new self-help book each month.,Read a new self-help book each month.,5,9,Long-Term,4003
20,Set and achieve a personal fitness goal.,Set and achieve a personal fitness goal.,5,7,Short-Term,4004
20,Learn a new language or skill.,Learn a new language or skill.,5,8,Long-Term,4005
20,Practice mindfulness or meditation daily.,Practice mindfulness or meditation daily.,5,8,Long-Term,4006
20,Exercise regularly and maintain a fitness routine.,Exercise regularly and maintain a fitness routine.,6,8,Long-Term,4007
20,Eat a balanced and healthy diet.,Eat a balanced and healthy diet.,6,8,Long-Term,4008
20,Get regular medical check-ups.,Get regular medical check-ups.,6,7,Short-Term,4009
20,Practice daily mental health exercises.,Practice daily mental health exercises.,6,7,Long-Term,4010
20,Ensure proper sleep hygiene.,Ensure proper sleep hygiene.,6,10,Long-Term,4011
20,Attend a professional workshop or seminar.,Attend a professional workshop or seminar.,7,8,Long-Term,4012
20,Achieve a new certification relevant to your field.,Achieve a new certification relevant to your field.,7,8,Long-Term,4013
20,Set and work towards career advancement goals.,Set and work towards career advancement goals.,7,9,Short-Term,4014
20,Improve your networking skills by attending industry events.,Improve your networking skills by attending industry events.,7,7,Long-Term,4015
20,Develop a new skill or competency.,Develop a new skill or competency.,7,10,Short-Term,4016
20,Create and follow a personal budget.,Create and follow a personal budget.,8,9,Short-Term,4017
20,Start an emergency savings fund.,Start an emergency savings fund.,8,9,Long-Term,4018
20,Invest in long-term financial growth.,Invest in long-term financial growth.,8,8,Long-Term,4019
20,Pay off any outstanding debt.,Pay off any outstanding debt.,8,9,Short-Term,4020
20,Plan for future financial milestones like retirement.,Plan for future financial milestones like retirement.,8,10,Long-Term,4021
20,Volunteer for a local charity or cause.,Volunteer for a local charity or cause.,9,8,Short-Term,4022
20,Participate in a community clean-up event.,Participate in a community clean-up event.,9,8,Short-Term,4023
20,Donate to a cause you care about.,Donate to a cause you care about.,9,10,Long-Term,4024
20,Support a local business or initiative.,Support a local business or initiative.,9,8,Short-Term,4025
20,Get involved in local government or activism.,Get involved in local government or activism.,9,8,Short-Term,4026
20,Plan a leisure trip or vacation.,Plan a leisure trip or vacation.,10,8,Long-Term,4027
20,Engage in a new hobby or pastime.,Engage in a new hobby or pastime.,10,7,Short-Term,4028
20,Take time off to relax and unwind.,Take time off to relax and unwind.,10,7,Long-Term,4029
20,Explore local cultural or recreational activities.,Explore local cultural or recreational activities.,10,8,Long-Term,4030
20,Spend time outdoors or in nature.,Spend time outdoors or in nature.,10,8,Long-Term,4031
21,Plan a family weekend outing.,Plan a family weekend outing.,4,10,Short-Term,4032
21,Host a family dinner night every week.,Host a family dinner night every week.,4,7,Long-Term,4033
21,Create a family budget and stick to it.,Create a family budget and stick to it.,4,8,Short-Term,4034
21,Start a family book club.,Start a family book club.,4,10,Short-Term,4035
21,Volunteer together as a family.,Volunteer together as a family.,4,10,Short-Term,4036
21,Complete a personal development course.,Complete a personal development course.,5,9,Short-Term,4037
21,Read a new self-help book each month.,Read a new self-help book each month.,5,8,Short-Term,4038
21,Set and achieve a personal fitness goal.,Set and achieve a personal fitness goal.,5,9,Short-Term,4039
21,Learn a new language or skill.,Learn a new language or skill.,5,10,Short-Term,4040
21,Practice mindfulness or meditation daily.,Practice mindfulness or meditation daily.,5,9,Long-Term,4041
21,Exercise regularly and maintain a fitness routine.,Exercise regularly and maintain a fitness routine.,6,8,Short-Term,4042
21,Eat a balanced and healthy diet.,Eat a balanced and healthy diet.,6,9,Long-Term,4043
21,Get regular medical check-ups.,Get regular medical check-ups.,6,8,Long-Term,4044
21,Practice daily mental health exercises.,Practice daily mental health exercises.,6,9,Short-Term,4045
21,Ensure proper sleep hygiene.,Ensure proper sleep hygiene.,6,8,Short-Term,4046
21,Attend a professional workshop or seminar.,Attend a professional workshop or seminar.,7,8,Long-Term,4047
21,Achieve a new certification relevant to your field.,Achieve a new certification relevant to your field.,7,9,Short-Term,4048
21,Set and work towards career advancement goals.,Set and work towards career advancement goals.,7,7,Long-Term,4049
21,Improve your networking skills by attending industry events.,Improve your networking skills by attending industry events.,7,7,Short-Term,4050
21,Develop a new skill or competency.,Develop a new skill or competency.,7,10,Long-Term,4051
21,Create and follow a personal budget.,Create and follow a personal budget.,8,8,Long-Term,4052
21,Start an emergency savings fund.,Start an emergency savings fund.,8,10,Short-Term,4053
21,Invest in long-term financial growth.,Invest in long-term financial growth.,8,8,Short-Term,4054
21,Pay off any outstanding debt.,Pay off any outstanding debt.,8,9,Long-Term,4055
21,Plan for future financial milestones like retirement.,Plan for future financial milestones like retirement.,8,10,Short-Term,4056
21,Volunteer for a local charity or cause.,Volunteer for a local charity or cause.,9,8,Long-Term,4057
21,Participate in a community clean-up event.,Participate in a community clean-up event.,9,7,Short-Term,4058
21,Donate to a cause you care about.,Donate to a cause you care about.,9,10,Long-Term,4059
21,Support a local business or initiative.,Support a local business or initiative.,9,10,Short-Term,4060
21,Get involved in local government or activism.,Get involved in local government or activism.,9,9,Long-Term,4061
21,Plan a leisure trip or vacation.,Plan a leisure trip or vacation.,10,7,Long-Term,4062
21,Engage in a new hobby or pastime.,Engage in a new hobby or pastime.,10,9,Long-Term,4063
21,Take time off to relax and unwind.,Take time off to relax and unwind.,10,9,Short-Term,4064
21,Explore local cultural or recreational activities.,Explore local cultural or recreational activities.,10,9,Long-Term,4065
21,Spend time outdoors or in nature.,Spend time outdoors or in nature.,10,10,Short-Term,4066
22,Plan a family weekend outing.,Plan a family weekend outing.,4,9,Long-Term,4067
22,Host a family dinner night every week.,Host a family dinner night every week.,4,8,Short-Term,4068
22,Create a family budget and stick to it.,Create a family budget and stick to it.,4,8,Short-Term,4069
22,Start a family book club.,Start a family book club.,4,9,Short-Term,4070
22,Volunteer together as a family.,Volunteer together as a family.,4,9,Short-Term,4071
22,Complete a personal development course.,Complete a personal development course.,5,7,Short-Term,4072
22,Read a new self-help book each month.,Read a new self-help book each month.,5,8,Short-Term,4073
22,Set and achieve a personal fitness goal.,Set and achieve a personal fitness goal.,5,10,Short-Term,4074
22,Learn a new language or skill.,Learn a new language or skill.,5,10,Short-Term,4075
22,Practice mindfulness or meditation daily.,Practice mindfulness or meditation daily.,5,7,Long-Term,4076
22,Exercise regularly and maintain a fitness routine.,Exercise regularly and maintain a fitness routine.,6,7,Short-Term,4077
22,Eat a balanced and healthy diet.,Eat a balanced and healthy diet.,6,7,Long-Term,4078
22,Get regular medical check-ups.,Get regular medical check-ups.,6,9,Long-Term,4079
22,Practice daily mental health exercises.,Practice daily mental health exercises.,6,8,Long-Term,4080
22,Ensure proper sleep hygiene.,Ensure proper sleep hygiene.,6,9,Long-Term,4081
22,Attend a professional workshop or seminar.,Attend a professional workshop or seminar.,7,10,Short-Term,4082
22,Achieve a new certification relevant to your field.,Achieve a new certification relevant to your field.,7,8,Long-Term,4083
22,Set and work towards career advancement goals.,Set and work towards career advancement goals.,7,7,Long-Term,4084
22,Improve your networking skills by attending industry events.,Improve your networking skills by attending industry events.,7,7,Short-Term,4085
22,Develop a new skill or competency.,Develop a new skill or competency.,7,8,Short-Term,4086
22,Create and follow a personal budget.,Create and follow a personal budget.,8,8,Long-Term,4087
22,Start an emergency savings fund.,Start an emergency savings fund.,8,7,Short-Term,4088
22,Invest in long-term financial growth.,Invest in long-term financial growth.,8,8,Short-Term,4089
22,Pay off any outstanding debt.,Pay off any outstanding debt.,8,7,Short-Term,4090
22,Plan for future financial milestones like retirement.,Plan for future financial milestones like retirement.,8,7,Short-Term,4091
22,Volunteer for a local charity or cause.,Volunteer for a local charity or cause.,9,8,Long-Term,4092
22,Participate in a community clean-up event.,Participate in a community clean-up event.,9,7,Long-Term,4093
22,Donate to a cause you care about.,Donate to a cause you care about.,9,10,Short-Term,4094
22,Support a local business or initiative.,Support a local business or initiative.,9,7,Long-Term,4095
22,Get involved in local government or activism.,Get involved in local government or activism.,9,9,Short-Term,4096
22,Plan a leisure trip or vacation.,Plan a leisure trip or vacation.,10,10,Long-Term,4097
22,Engage in a new hobby or pastime.,Engage in a new hobby or pastime.,10,7,Short-Term,4098
22,Take time off to relax and unwind.,Take time off to relax and unwind.,10,10,Long-Term,4099
22,Explore local cultural or recreational activities.,Explore local cultural or recreational activities.,10,10,Short-Term,4100
22,Spend time outdoors or in nature.,Spend time outdoors or in nature.,10,10,Short-Term,4101
23,Plan a family weekend outing.,Plan a family weekend outing.,4,9,Short-Term,4102
23,Host a family dinner night every week.,Host a family dinner night every week.,4,10,Long-Term,4103
23,Create a family budget and stick to it.,Create a family budget and stick to it.,4,10,Short-Term,4104
23,Start a family book club.,Start a family book club.,4,7,Long-Term,4105
23,Volunteer together as a family.,Volunteer together as a family.,4,7,Short-Term,4106
23,Complete a personal development course.,Complete a personal development course.,5,7,Long-Term,4107
23,Read a new self-help book each month.,Read a new self-help book each month.,5,7,Short-Term,4108
23,Set and achieve a personal fitness goal.,Set and achieve a personal fitness goal.,5,7,Long-Term,4109
23,Learn a new language or skill.,Learn a new language or skill.,5,10,Long-Term,4110
23,Practice mindfulness or meditation daily.,Practice mindfulness or meditation daily.,5,7,Long-Term,4111
23,Exercise regularly and maintain a fitness routine.,Exercise regularly and maintain a fitness routine.,6,10,Short-Term,4112
23,Eat a balanced and healthy diet.,Eat a balanced and healthy diet.,6,9,Short-Term,4113
23,Get regular medical check-ups.,Get regular medical check-ups.,6,9,Short-Term,4114
23,Practice daily mental health exercises.,Practice daily mental health exercises.,6,8,Short-Term,4115
23,Ensure proper sleep hygiene.,Ensure proper sleep hygiene.,6,10,Short-Term,4116
23,Attend a professional workshop or seminar.,Attend a professional workshop or seminar.,7,9,Short-Term,4117
23,Achieve a new certification relevant to your field.,Achieve a new certification relevant to your field.,7,10,Short-Term,4118
23,Set and work towards career advancement goals.,Set and work towards career advancement goals.,7,7,Short-Term,4119
23,Improve your networking skills by attending industry events.,Improve your networking skills by attending industry events.,7,8,Long-Term,4120
23,Develop a new skill or competency.,Develop a new skill or competency.,7,7,Short-Term,4121
23,Create and follow a personal budget.,Create and follow a personal budget.,8,9,Short-Term,4122
23,Start an emergency savings fund.,Start an emergency savings fund.,8,9,Long-Term,4123
23,Invest in long-term financial growth.,Invest in long-term financial growth.,8,8,Long-Term,4124
23,Pay off any outstanding debt.,Pay off any outstanding debt.,8,8,Short-Term,4125
23,Plan for future financial milestones like retirement.,Plan for future financial milestones like retirement.,8,9,Long-Term,4126
23,Volunteer for a local charity or cause.,Volunteer for a local charity or cause.,9,8,Long-Term,4127
23,Participate in a community clean-up event.,Participate in a community clean-up event.,9,10,Long-Term,4128
23,Donate to a cause you care about.,Donate to a cause you care about.,9,10,Long-Term,4129
23,Support a local business or initiative.,Support a local business or initiative.,9,7,Long-Term,4130
23,Get involved in local government or activism.,Get involved in local government or activism.,9,8,Short-Term,4131
23,Plan a leisure trip or vacation.,Plan a leisure trip or vacation.,10,8,Short-Term,4132
23,Engage in a new hobby or pastime.,Engage in a new hobby or pastime.,10,9,Long-Term,4133
23,Take time off to relax and unwind.,Take time off to relax and unwind.,10,9,Long-Term,4134
23,Explore local cultural or recreational activities.,Explore local cultural or recreational activities.,10,9,Short-Term,4135
23,Spend time outdoors or in nature.,Spend time outdoors or in nature.,10,7,Short-Term,4136
24,Plan a family weekend outing.,Plan a family weekend outing.,4,10,Long-Term,4137
24,Host a family dinner night every week.,Host a family dinner night every week.,4,10,Long-Term,4138
24,Create a family budget and stick to it.,Create a family budget and stick to it.,4,9,Long-Term,4139
24,Start a family book club.,Start a family book club.,4,7,Long-Term,4140
24,Volunteer together as a family.,Volunteer together as a family.,4,7,Short-Term,4141
24,Complete a personal development course.,Complete a personal development course.,5,7,Long-Term,4142
24,Read a new self-help book each month.,Read a new self-help book each month.,5,8,Long-Term,4143
24,Set and achieve a personal fitness goal.,Set and achieve a personal fitness goal.,5,7,Short-Term,4144
24,Learn a new language or skill.,Learn a new language or skill.,5,7,Long-Term,4145
24,Practice mindfulness or meditation daily.,Practice mindfulness or meditation daily.,5,10,Short-Term,4146
24,Exercise regularly and maintain a fitness routine.,Exercise regularly and maintain a fitness routine.,6,8,Long-Term,4147
24,Eat a balanced and healthy diet.,Eat a balanced and healthy diet.,6,10,Short-Term,4148
24,Get regular medical check-ups.,Get regular medical check-ups.,6,7,Long-Term,4149
24,Practice daily mental health exercises.,Practice daily mental health exercises.,6,8,Long-Term,4150
24,Ensure proper sleep hygiene.,Ensure proper sleep hygiene.,6,10,Short-Term,4151
24,Attend a professional workshop or seminar.,Attend a professional workshop or seminar.,7,9,Short-Term,4152
24,Achieve a new certification relevant to your field.,Achieve a new certification relevant to your field.,7,10,Short-Term,4153
24,Set and work towards career advancement goals.,Set and work towards career advancement goals.,7,9,Long-Term,4154
24,Improve your networking skills by attending industry events.,Improve your networking skills by attending industry events.,7,9,Short-Term,4155
24,Develop a new skill or competency.,Develop a new skill or competency.,7,10,Short-Term,4156
24,Create and follow a personal budget.,Create and follow a personal budget.,8,10,Long-Term,4157
24,Start an emergency savings fund.,Start an emergency savings fund.,8,7,Short-Term,4158
24,Invest in long-term financial growth.,Invest in long-term financial growth.,8,10,Long-Term,4159
24,Pay off any outstanding debt.,Pay off any outstanding debt.,8,8,Long-Term,4160
24,Plan for future financial milestones like retirement.,Plan for future financial milestones like retirement.,8,9,Long-Term,4161
24,Volunteer for a local charity or cause.,Volunteer for a local charity or cause.,9,7,Long-Term,4162
24,Participate in a community clean-up event.,Participate in a community clean-up event.,9,10,Long-Term,4163
24,Donate to a cause you care about.,Donate to a cause you care about.,9,9,Long-Term,4164
24,Support a local business or initiative.,Support a local business or initiative.,9,7,Long-Term,4165
24,Get involved in local government or activism.,Get involved in local government or activism.,9,9,Short-Term,4166
24,Plan a leisure trip or vacation.,Plan a leisure trip or vacation.,10,10,Short-Term,4167
24,Engage in a new hobby or pastime.,Engage in a new hobby or pastime.,10,10,Short-Term,4168
24,Take time off to relax and unwind.,Take time off to relax and unwind.,10,7,Long-Term,4169
24,Explore local cultural or recreational activities.,Explore local cultural or recreational activities.,10,8,Short-Term,4170
24,Spend time outdoors or in nature.,Spend time outdoors or in nature.,10,8,Long-Term,4171
25,Plan a family weekend outing.,Plan a family weekend outing.,4,7,Long-Term,4172
25,Host a family dinner night every week.,Host a family dinner night every week.,4,8,Short-Term,4173
25,Create a family budget and stick to it.,Create a family budget and stick to it.,4,9,Short-Term,4174
25,Start a family book club.,Start a family book club.,4,9,Short-Term,4175
25,Volunteer together as a family.,Volunteer together as a family.,4,9,Short-Term,4176
25,Complete a personal development course.,Complete a personal development course.,5,9,Short-Term,4177
25,Read a new self-help book each month.,Read a new self-help book each month.,5,9,Short-Term,4178
25,Set and achieve a personal fitness goal.,Set and achieve a personal fitness goal.,5,9,Short-Term,4179
25,Learn a new language or skill.,Learn a new language or skill.,5,8,Long-Term,4180
25,Practice mindfulness or meditation daily.,Practice mindfulness or meditation daily.,5,10,Long-Term,4181
25,Exercise regularly and maintain a fitness routine.,Exercise regularly and maintain a fitness routine.,6,9,Long-Term,4182
25,Eat a balanced and healthy diet.,Eat a balanced and healthy diet.,6,10,Long-Term,4183
25,Get regular medical check-ups.,Get regular medical check-ups.,6,10,Short-Term,4184
25,Practice daily mental health exercises.,Practice daily mental health exercises.,6,10,Short-Term,4185
25,Ensure proper sleep hygiene.,Ensure proper sleep hygiene.,6,7,Long-Term,4186
25,Attend a professional workshop or seminar.,Attend a professional workshop or seminar.,7,8,Long-Term,4187
25,Achieve a new certification relevant to your field.,Achieve a new certification relevant to your field.,7,9,Short-Term,4188
25,Set and work towards career advancement goals.,Set and work towards career advancement goals.,7,7,Long-Term,4189
25,Improve your networking skills by attending industry events.,Improve your networking skills by attending industry events.,7,9,Short-Term,4190
25,Develop a new skill or competency.,Develop a new skill or competency.,7,9,Short-Term,4191
25,Create and follow a personal budget.,Create and follow a personal budget.,8,9,Short-Term,4192
25,Start an emergency savings fund.,Start an emergency savings fund.,8,9,Short-Term,4193
25,Invest in long-term financial growth.,Invest in long-term financial growth.,8,7,Short-Term,4194
25,Pay off any outstanding debt.,Pay off any outstanding debt.,8,7,Short-Term,4195
25,Plan for future financial milestones like retirement.,Plan for future financial milestones like retirement.,8,8,Long-Term,4196
25,Volunteer for a local charity or cause.,Volunteer for a local charity or cause.,9,8,Long-Term,4197
25,Participate in a community clean-up event.,Participate in a community clean-up event.,9,10,Long-Term,4198
25,Donate to a cause you care about.,Donate to a cause you care about.,9,9,Short-Term,4199
25,Support a local business or initiative.,Support a local business or initiative.,9,8,Long-Term,4200
25,Get involved in local government or activism.,Get involved in local government or activism.,9,8,Long-Term,4201
25,Plan a leisure trip or vacation.,Plan a leisure trip or vacation.,10,8,Long-Term,4202
25,Engage in a new hobby or pastime.,Engage in a new hobby or pastime.,10,8,Short-Term,4203
25,Take time off to relax and unwind.,Take time off to relax and unwind.,10,9,Long-Term,4204
25,Explore local cultural or recreational activities.,Explore local cultural or recreational activities.,10,10,Long-Term,4205
25,Spend time outdoors or in nature.,Spend time outdoors or in nature.,10,7,Long-Term,4206
26,Plan a family weekend outing.,Plan a family weekend outing.,4,10,Long-Term,4207
26,Host a family dinner night every week.,Host a family dinner night every week.,4,10,Short-Term,4208
26,Create a family budget and stick to it.,Create a family budget and stick to it.,4,10,Long-Term,4209
26,Start a family book club.,Start a family book club.,4,10,Long-Term,4210
26,Volunteer together as a family.,Volunteer together as a family.,4,7,Short-Term,4211
26,Complete a personal development course.,Complete a personal development course.,5,8,Long-Term,4212
26,Read a new self-help book each month.,Read a new self-help book each month.,5,8,Long-Term,4213
26,Set and achieve a personal fitness goal.,Set and achieve a personal fitness goal.,5,8,Short-Term,4214
26,Learn a new language or skill.,Learn a new language or skill.,5,9,Short-Term,4215
26,Practice mindfulness or meditation daily.,Practice mindfulness or meditation daily.,5,10,Short-Term,4216
26,Exercise regularly and maintain a fitness routine.,Exercise regularly and maintain a fitness routine.,6,7,Short-Term,4217
26,Eat a balanced and healthy diet.,Eat a balanced and healthy diet.,6,9,Short-Term,4218
26,Get regular medical check-ups.,Get regular medical check-ups.,6,10,Long-Term,4219
26,Practice daily mental health exercises.,Practice daily mental health exercises.,6,8,Long-Term,4220
26,Ensure proper sleep hygiene.,Ensure proper sleep hygiene.,6,9,Short-Term,4221
26,Attend a professional workshop or seminar.,Attend a professional workshop or seminar.,7,10,Long-Term,4222
26,Achieve a new certification relevant to your field.,Achieve a new certification relevant to your field.,7,7,Long-Term,4223
26,Set and work towards career advancement goals.,Set and work towards career advancement goals.,7,7,Short-Term,4224
26,Improve your networking skills by attending industry events.,Improve your networking skills by attending industry events.,7,9,Short-Term,4225
26,Develop a new skill or competency.,Develop a new skill or competency.,7,10,Long-Term,4226
26,Create and follow a personal budget.,Create and follow a personal budget.,8,7,Short-Term,4227
26,Start an emergency savings fund.,Start an emergency savings fund.,8,8,Long-Term,4228
26,Invest in long-term financial growth.,Invest in long-term financial growth.,8,9,Long-Term,4229
26,Pay off any outstanding debt.,Pay off any outstanding debt.,8,8,Long-Term,4230
26,Plan for future financial milestones like retirement.,Plan for future financial milestones like retirement.,8,7,Short-Term,4231
26,Volunteer for a local charity or cause.,Volunteer for a local charity or cause.,9,7,Short-Term,4232
26,Participate in a community clean-up event.,Participate in a community clean-up event.,9,9,Short-Term,4233
26,Donate to a cause you care about.,Donate to a cause you care about.,9,7,Long-Term,4234
26,Support a local business or initiative.,Support a local business or initiative.,9,9,Short-Term,4235
26,Get involved in local government or activism.,Get involved in local government or activism.,9,8,Short-Term,4236
26,Plan a leisure trip or vacation.,Plan a leisure trip or vacation.,10,7,Long-Term,4237
26,Engage in a new hobby or pastime.,Engage in a new hobby or pastime.,10,10,Short-Term,4238
26,Take time off to relax and unwind.,Take time off to relax and unwind.,10,10,Short-Term,4239
26,Explore local cultural or recreational activities.,Explore local cultural or recreational activities.,10,8,Long-Term,4240
26,Spend time outdoors or in nature.,Spend time outdoors or in nature.,10,7,Long-Term,4241
